time,speed,throttle,brake,steering,laps
99.18,1.749291319761385e-40,1.0,0.0,29.187082290649414,0
99.28,1.7509560623370028e-40,1.0,0.0,29.186384201049805,0
99.38,1.7526712516573363e-40,1.0,0.0,29.18556785583496,0
99.48,1.7543359942329543e-40,1.0,0.0,29.18486213684082,0
99.58,1.7560511835532878e-40,1.0,0.0,29.184751510620117,0
99.69,1.7577159261289057e-40,1.0,0.0,29.184473037719727,0
99.79,1.7594311154492392e-40,1.0,0.0,29.18362808227539,0
99.89,1.7610958580248571e-40,1.0,0.0,29.182607650756836,0
99.99,1.7628110473451908e-40,1.0,0.0,29.181392669677734,0
100.09,1.7644757899208085e-40,1.0,0.0,29.180225372314453,0
100.19,1.7661909792411422e-40,1.0,0.0,29.179025650024414,0
100.29,1.7678557218167601e-40,1.0,0.0,29.177837371826172,0
100.39,1.7695709111370936e-40,1.0,0.0,29.176605224609375,0
100.49,1.7712356537127116e-40,1.0,0.0,29.1754093170166,0
100.59,1.772950843033045e-40,1.0,0.0,29.174169540405273,0
100.69,1.774615585608663e-40,1.0,0.0,29.172943115234375,0
100.79,1.7763307749289965e-40,1.0,0.0,29.171659469604492,0
100.89,1.7779955175046144e-40,1.0,0.0,29.170406341552734,0
100.99,1.779710706824948e-40,1.0,0.0,29.169103622436523,0
101.09,1.7813754494005658e-40,1.0,0.0,29.167831420898438,0
101.19,1.7830906387208995e-40,1.0,0.0,29.166507720947266,0
101.29,1.7847553812965174e-40,1.0,0.0,29.165210723876953,0
101.39,1.786470570616851e-40,1.0,0.0,29.163862228393555,0
101.5,1.7881353131924689e-40,1.0,0.0,29.162538528442383,0
101.6,1.7898505025128023e-40,1.0,0.0,29.161163330078125,0
101.7,1.7915152450884203e-40,1.0,0.0,29.159812927246094,0
101.8,1.7932304344087538e-40,1.0,0.0,29.158411026000977,0
101.9,1.7948951769843717e-40,1.0,0.0,29.157033920288086,0
102.0,1.7966103663047054e-40,1.0,0.0,29.155601501464844,0
102.1,1.7982751088803231e-40,1.0,0.0,29.154199600219727,0
102.2,1.7999902982006568e-40,1.0,0.0,29.15273666381836,0
102.3,1.8016550407762747e-40,1.0,0.0,29.15130615234375,0
102.4,1.8033702300966082e-40,1.0,0.0,29.149818420410156,0
102.5,1.8050349726722261e-40,1.0,0.0,29.148359298706055,0
102.6,1.8067501619925596e-40,1.0,0.0,29.14684295654297,0
102.7,1.8084653513128933e-40,1.0,0.0,29.14531135559082,0
102.8,1.810130093888511e-40,1.0,0.0,29.14381217956543,0
102.9,1.8118452832088448e-40,1.0,0.0,29.14225196838379,0
103.0,1.8135100257844627e-40,1.0,0.0,29.140731811523438,0
103.1,1.8152252151047962e-40,1.0,0.0,29.139141082763672,0
103.2,1.816889957680414e-40,1.0,0.0,29.13759422302246,0
103.3,1.818554700256032e-40,1.0,0.0,29.136001586914062,0
103.4,1.8202698895763655e-40,1.0,0.0,29.134363174438477,0
103.51,1.8219346321519834e-40,1.0,0.0,29.13277816772461,0
103.61,1.823649821472317e-40,1.0,0.0,29.131128311157227,0
103.71,1.8253650107926506e-40,1.0,0.0,29.12946128845215,0
103.81,1.8270297533682684e-40,1.0,0.0,29.127830505371094,0
103.91,1.828744942688602e-40,1.0,0.0,29.126144409179688,0
104.01,1.83040968526422e-40,1.0,0.0,29.124496459960938,0
104.11,1.8321248745845535e-40,1.0,0.0,29.122777938842773,0
104.21,1.8337896171601714e-40,1.0,0.0,29.121105194091797,0
104.31,1.8355048064805049e-40,1.0,0.0,29.11937141418457,0
104.41,1.837169549056123e-40,1.0,0.0,29.11767578125,0
104.51,1.8388847383764565e-40,1.0,0.0,29.11591911315918,0
104.61,1.8405494809520742e-40,1.0,0.0,29.11420249938965,0
104.71,1.8422646702724077e-40,1.0,0.0,29.112424850463867,0
104.81,1.843929412848026e-40,1.0,0.0,29.11069107055664,0
104.91,1.8456446021683593e-40,1.0,0.0,29.1088924407959,0
105.01,1.847309344743977e-40,1.0,0.0,29.10791778564453,0
105.11,1.849024534064311e-40,1.0,0.0,29.107101440429688,0
105.21,1.8506892766399287e-40,1.0,0.0,29.106538772583008,0
105.31,1.852404465960262e-40,1.0,0.0,29.105127334594727,0
105.42,1.8540692085358803e-40,1.0,0.0,29.103740692138672,0
105.52,1.855784397856214e-40,1.0,0.0,29.102313995361328,0
105.62,1.8574491404318315e-40,1.0,0.0,29.100921630859375,0
105.72,1.859164329752165e-40,1.0,0.0,29.099472045898438,0
105.82,1.860829072327783e-40,1.0,0.0,29.09806251525879,0
105.92,1.8625442616481166e-40,1.0,0.0,29.096601486206055,0
106.02,1.8642090042237344e-40,1.0,0.0,29.095182418823242,0
106.12,1.8659241935440683e-40,1.0,0.0,29.093711853027344,0
106.22,1.867588936119686e-40,1.0,0.0,29.09226417541504,0
106.32,1.8693041254400195e-40,1.0,0.0,29.09078025817871,0
106.42,1.8709688680156376e-40,1.0,0.0,29.089332580566406,0
106.52,1.872684057335971e-40,1.0,0.0,29.087827682495117,0
106.62,1.874348799911589e-40,1.0,0.0,29.08636474609375,0
106.72,1.8760639892319223e-40,1.0,0.0,29.084848403930664,0
106.82,1.8777287318075404e-40,1.0,0.0,29.083370208740234,0
106.92,1.879443921127874e-40,1.0,0.0,29.08184242248535,0
107.02,1.8811086637034917e-40,1.0,0.0,29.08034896850586,0
107.12,1.8828238530238256e-40,1.0,0.0,29.078807830810547,0
107.22,1.8844885955994433e-40,1.0,0.0,29.07730484008789,0
107.33,1.8862037849197768e-40,1.0,0.0,29.07573127746582,0
107.43,1.8877676340059633e-40,1.0,0.0,29.074302673339844,0
107.53,1.8896846103051595e-40,1.0,0.0,29.072551727294922,0
107.63,1.8913493528807777e-40,1.0,0.0,29.071020126342773,0
107.73,1.893064542201111e-40,1.0,0.0,29.069435119628906,0
107.83,1.894729284776729e-40,1.0,0.0,29.067890167236328,0
107.93,1.896394027352347e-40,1.0,0.0,29.066341400146484,0
108.03,1.8981092166726805e-40,1.0,0.0,29.064735412597656,0
108.13,1.899824405993014e-40,1.0,0.0,29.063125610351562,0
108.24,1.901489148568632e-40,1.0,0.0,29.06155776977539,0
108.34,1.9032043378889656e-40,1.0,0.0,29.059932708740234,0
108.44,1.9048690804645833e-40,1.0,0.0,29.058351516723633,0
108.54,1.906584269784917e-40,1.0,0.0,29.056713104248047,0
108.64,1.908249012360535e-40,1.0,0.0,29.05512046813965,0
108.74,1.9099642016808684e-40,1.0,0.0,29.0534725189209,0
108.84,1.911628944256486e-40,1.0,0.0,29.051856994628906,0
108.94,1.91334413357682e-40,1.0,0.0,29.050203323364258,0
109.04,1.9150088761524378e-40,1.0,0.0,29.048582077026367,0
109.14,1.9167240654727713e-40,1.0,0.0,29.04690170288086,0
109.24,1.9183888080483894e-40,1.0,0.0,29.04527473449707,0
109.34,1.920103997368723e-40,1.0,0.0,29.043588638305664,0
109.44,1.9217687399443406e-40,1.0,0.0,29.041940689086914,0
109.54,1.923483929264674e-40,1.0,0.0,29.040250778198242,0
109.64,1.9251486718402922e-40,1.0,0.0,29.038597106933594,0
109.74,1.9268638611606257e-40,1.0,0.0,29.036888122558594,0
109.84,1.9285286037362435e-40,1.0,0.0005873107584193349,29.035232543945312,0
109.94,1.9302437930565774e-40,1.0,0.0008932389318943024,29.03350257873535,0
110.05,1.931908535632195e-40,1.0,0.005037107039242983,29.031831741333008,0
110.15,1.9336237249525286e-40,1.0,0.021392425522208214,29.030107498168945,0
110.25,1.935338914272862e-40,0.9864499568939209,0.0565183088183403,29.02838134765625,0
110.35,1.93700365684848e-40,0.7351000308990479,0.145295649766922,29.026885986328125,0
110.45,1.938668399424098e-40,0.2979000210762024,0.2658039629459381,29.02582359313965,0
110.55,1.9403835887444314e-40,0.0,0.5221383571624756,29.02541732788086,0
110.65,1.9420987780647653e-40,0.0,0.8000738620758057,29.02541732788086,0
110.75,1.943763520640383e-40,0.0,0.8546446561813354,29.02541732788086,0
110.85,1.9454787099607165e-40,0.0,0.8543161749839783,29.02541732788086,0
110.95,1.9471434525363347e-40,0.0,0.8509266376495361,29.02541732788086,0
111.05,1.948858641856668e-40,0.0,0.8104379773139954,29.02541732788086,0
111.15,1.950523384432286e-40,0.0,0.7681090831756592,29.02541732788086,0
111.25,1.9522385737526194e-40,0.0,0.7190537452697754,29.02541732788086,0
111.35,1.9539033163282375e-40,0.0,0.675784170627594,29.02541732788086,0
111.45,1.955618505648571e-40,0.0,0.6277438998222351,29.02541732788086,0
111.55,1.9572832482241887e-40,0.0,0.5851748585700989,29.02541732788086,0
111.65,1.9589984375445226e-40,0.0,0.5746957063674927,29.02541732788086,0
111.75,1.9606631801201403e-40,0.0,0.5684611201286316,29.02541732788086,0
111.86,1.962378369440474e-40,0.0,0.5594401359558105,29.02541732788086,0
111.96,1.964043112016092e-40,0.0,0.5356274843215942,29.02541732788086,0
112.06,1.9657583013364254e-40,0.0,0.5173052549362183,29.02541732788086,0
112.16,1.967423043912043e-40,0.0,0.5009559392929077,29.02541732788086,0
112.26,1.9691382332323767e-40,0.0,0.47335007786750793,29.02541732788086,0
112.36,1.9708029758079948e-40,0.0,0.3788338303565979,29.02541732788086,0
112.46,1.9725181651283283e-40,0.0,0.0877988338470459,29.02541732788086,0
112.58,1.974536034916956e-40,0.11270001530647278,0.0,29.02509880065918,0
112.68,1.9762512242372895e-40,0.20610001683235168,0.0,29.024635314941406,0
112.78,1.9779159668129076e-40,0.40230000019073486,0.0,29.023996353149414,0
112.88,1.979631156133241e-40,0.6348000168800354,0.0,29.023008346557617,0
112.98,1.981295898708859e-40,0.7210000157356262,0.0,29.02189064025879,0
113.08,1.9830110880291924e-40,0.6886500120162964,0.0,29.02071189880371,0
113.18,1.9846758306048105e-40,0.44155001640319824,0.0,29.019664764404297,0
113.28,1.986391019925144e-40,0.1993499994277954,0.0,29.018966674804688,0
113.38,1.9880557625007617e-40,0.30809998512268066,0.0,29.01839828491211,0
113.48,1.9897709518210956e-40,0.42294999957084656,0.0,29.017549514770508,0
113.58,1.9914356943967133e-40,0.41600000858306885,0.0,29.016672134399414,0
113.69,1.993150883717047e-40,0.407150000333786,0.0,29.01578712463379,0
113.79,1.994815626292665e-40,0.41760000586509705,0.0,29.014917373657227,0
113.89,1.9965308156129984e-40,0.4086500108242035,0.0,29.01401710510254,0
113.99,1.998195558188616e-40,0.3062500059604645,0.0,29.013198852539062,0
114.09,1.9999107475089496e-40,0.0,0.0,29.01276397705078,0
114.19,2.0015754900845678e-40,0.0,0.0,29.01276397705078,0
114.29,2.0032906794049013e-40,0.0,0.0,29.01276397705078,0
114.39,2.004955421980519e-40,0.12255001068115234,0.0,29.01266860961914,0
114.49,2.006670611300853e-40,0.5081499814987183,0.0,29.0119686126709,0
114.59,2.0083858006211864e-40,0.6127499938011169,0.0,29.010900497436523,0
114.69,2.010050543196804e-40,0.6053999662399292,0.0,29.00984001159668,0
114.79,2.0117657325171376e-40,0.5928000211715698,0.0,29.008747100830078,0
114.89,2.0134304750927557e-40,0.5709500312805176,0.0,29.007699966430664,0
114.99,2.0151456644130892e-40,0.5594000220298767,0.0,29.006629943847656,0
115.09,2.016810406988707e-40,0.5593000054359436,0.0,29.00559425354004,0
115.19,2.018475149564325e-40,0.590399980545044,0.0,29.00454330444336,0
115.29,2.0201903388846586e-40,0.6474499702453613,0.0,29.0034122467041,0
115.39,2.021905528204992e-40,0.6629999876022339,0.0,29.002246856689453,0
115.5,2.02357027078061e-40,0.6688500046730042,0.0,29.0010986328125,0
115.6,2.0252854601009437e-40,0.6800500154495239,0.0,28.999900817871094,0
115.7,2.0269502026765614e-40,0.7267999649047852,0.0,28.99871253967285,0
115.8,2.028665391996895e-40,0.8039000034332275,0.0,28.997398376464844,0
115.9,2.030330134572513e-40,0.8898500204086304,0.0,28.996015548706055,0
116.0,2.0320453238928465e-40,1.0,0.0,28.99440574645996,0
116.1,2.0337100664684642e-40,1.0,0.0,28.992725372314453,0
116.2,2.035425255788798e-40,1.0,0.0,28.990978240966797,0
116.3,2.037089998364416e-40,0.9077999591827393,0.0,28.989604949951172,0
116.4,2.0388051876847493e-40,0.8496500253677368,0.0,28.988265991210938,0
116.5,2.0404699302603675e-40,0.8197499513626099,0.0,28.98689842224121,0
116.62,2.0422355663254167e-40,0.8309999704360962,0.0,28.985824584960938,0
116.72,2.044152542624613e-40,0.810949981212616,0.0,28.985090255737305,0
116.82,2.0458172852002307e-40,0.7500500082969666,0.0,28.984683990478516,0
116.92,2.0475324745205646e-40,0.739300012588501,0.0,28.98417854309082,0
117.02,2.0491972170961823e-40,0.7034499645233154,0.0,28.983308792114258,0
117.12,2.0509124064165158e-40,0.7102500200271606,0.0,28.98243522644043,0
117.22,2.052577148992134e-40,0.7939000129699707,0.0,28.98155403137207,0
117.32,2.0542923383124674e-40,1.0,0.0,28.98050880432129,0
117.42,2.055957080888085e-40,1.0,0.0,28.979366302490234,0
117.52,2.0576722702084186e-40,1.0,0.0,28.978185653686523,0
117.62,2.0593370127840367e-40,1.0,0.0,28.97703742980957,0
117.72,2.0610017553596545e-40,1.0,0.0,28.975875854492188,0
117.82,2.062716944679988e-40,1.0,0.0,28.974666595458984,0
117.92,2.064381687255606e-40,1.0,0.0,28.973478317260742,0
118.02,2.0660968765759396e-40,1.0,0.0,28.972238540649414,0
118.12,2.0677616191515573e-40,1.0,0.0,28.97102165222168,0
118.22,2.069476808471891e-40,1.0,0.0,28.96975326538086,0
118.32,2.071141551047509e-40,1.0,0.0,28.968509674072266,0
118.43,2.0728567403678424e-40,1.0,0.0,28.967212677001953,0
118.53,2.0745214829434605e-40,1.0,0.0,28.965940475463867,0
118.63,2.076236672263794e-40,1.0,0.0,28.964614868164062,0
118.73,2.0779014148394117e-40,1.0,0.0,28.963314056396484,0
118.83,2.0796166041597452e-40,1.0,0.0,28.961959838867188,0
118.93,2.0812813467353634e-40,1.0,0.0,28.960628509521484,0
119.03,2.082996536055697e-40,1.0,0.0,28.959245681762695,0
119.13,2.0846612786313146e-40,1.0,0.0,28.957889556884766,0
119.23,2.0863764679516485e-40,1.0,0.0,28.95647430419922,0
119.33,2.088041210527266e-40,1.0,0.0,28.955089569091797,0
119.43,2.0897563998475997e-40,1.0,0.0,28.95364761352539,0
119.53,2.091421142423218e-40,1.0,0.0,28.95223617553711,0
119.63,2.0931363317435513e-40,1.0,0.0,28.950767517089844,0
119.73,2.094801074319169e-40,1.0,0.0,28.94932746887207,0
119.83,2.0965162636395025e-40,1.0,0.0,28.94782829284668,0
119.93,2.0981810062151207e-40,1.0,0.0,28.946361541748047,0
120.03,2.099896195535454e-40,1.0,0.0,28.944839477539062,0
120.13,2.101560938111072e-40,1.0,0.0,28.943347930908203,0
120.23,2.1032761274314058e-40,1.0,0.0,28.94179344177246,0
120.34,2.1049408700070235e-40,1.0,0.0,28.940271377563477,0
120.44,2.106656059327357e-40,1.0,0.0,28.938695907592773,0
120.54,2.108320801902975e-40,1.0,0.0,28.937149047851562,0
120.64,2.1100359912233086e-40,1.0,0.0,28.935548782348633,0
120.74,2.1117007337989263e-40,1.0,0.0,28.933979034423828,0
120.84,2.11341592311926e-40,1.0,0.0,28.932342529296875,0
120.94,2.115080665694878e-40,1.0,0.0,28.930749893188477,0
121.04,2.1167958550152114e-40,1.0,0.0,28.929092407226562,0
121.14,2.118460597590829e-40,1.0,0.0,28.927473068237305,0
121.24,2.120175786911163e-40,1.0,0.0,28.92579460144043,0
121.34,2.1218405294867808e-40,1.0,0.0,28.924150466918945,0
121.44,2.1235557188071143e-40,1.0,0.0,28.922449111938477,0
121.54,2.1252204613827324e-40,0.8734999895095825,0.03849997743964195,28.920814514160156,0
121.64,2.126935650703066e-40,0.1652500033378601,0.22356919944286346,28.919708251953125,0
121.74,2.1286003932786836e-40,0.0,0.3499397039413452,28.91959571838379,0
121.84,2.130315582599017e-40,0.0,0.4768483638763428,28.91959571838379,0
121.94,2.1319803251746352e-40,0.0,0.6173681616783142,28.91959571838379,0
122.04,2.1336955144949687e-40,0.0,0.6359143853187561,28.91959571838379,0
122.14,2.1354107038153022e-40,0.0,0.5335456132888794,28.91959571838379,0
122.24,2.1370754463909204e-40,0.0,0.48743337392807007,28.91959571838379,0
122.35,2.138790635711254e-40,0.0,0.4507128596305847,28.91959571838379,0
122.45,2.1404553782868716e-40,0.0,0.4139350354671478,28.91959571838379,0
122.55,2.142170567607205e-40,0.0,0.3705090284347534,28.91959571838379,0
122.65,2.143835310182823e-40,0.0,0.3357377052307129,28.91959571838379,0
122.75,2.1455504995031567e-40,0.0,0.30896201729774475,28.91959571838379,0
122.85,2.1472152420787744e-40,0.0,0.2843387722969055,28.91959571838379,0
122.95,2.1489304313991083e-40,0.0,0.262107253074646,28.91959571838379,0
123.05,2.150595173974726e-40,0.0,0.23925355076789856,28.91959571838379,0
123.15,2.1523103632950595e-40,0.0,0.2041052281856537,28.91959571838379,0
123.25,2.1539751058706777e-40,0.0,0.1518053263425827,28.91959571838379,0
123.35,2.155690295191011e-40,0.0,0.0983053594827652,28.91959571838379,0
123.45,2.157355037766629e-40,0.0,0.03769722580909729,28.91959571838379,0
123.55,2.1590702270869624e-40,0.03095000982284546,0.00014428385475184768,28.919557571411133,0
123.65,2.1607349696625805e-40,0.09030002355575562,0.0,28.919326782226562,0
123.75,2.162450158982914e-40,0.1740500032901764,0.0,28.91887855529785,0
123.85,2.1641149015585317e-40,0.18889999389648438,0.0,28.918407440185547,0
123.95,2.1658300908788656e-40,0.1822500228881836,0.0,28.917919158935547,0
124.06,2.1674948334544833e-40,0.1579500138759613,0.0,28.917457580566406,0
124.16,2.169210022774817e-40,0.11380001902580261,0.0,28.917009353637695,0
124.26,2.1709252120951503e-40,0.06520000100135803,0.0,28.916627883911133,0
124.36,2.1725899546707684e-40,0.0,0.0,28.916473388671875,0
124.46,2.174254697246386e-40,0.0,0.0,28.916473388671875,0
124.56,2.1759698865667197e-40,0.0,0.0,28.916473388671875,0
124.66,2.1776346291423378e-40,0.0,0.0,28.916473388671875,0
124.76,2.1793498184626713e-40,0.0,0.0,28.916473388671875,0
124.86,2.181014561038289e-40,0.0,0.0,28.916473388671875,0
124.96,2.182729750358623e-40,0.0,0.0,28.916473388671875,0
125.06,2.1843944929342406e-40,0.0,0.0,28.916473388671875,0
125.16,2.186109682254574e-40,0.0,0.0,28.916473388671875,0
125.26,2.1878248715749076e-40,0.0,0.0,28.916473388671875,0
125.36,2.1894896141505257e-40,0.0,0.0,28.916473388671875,0
125.46,2.1912048034708592e-40,0.0,0.0,28.916473388671875,0
125.56,2.192869546046477e-40,0.26980000734329224,0.0,28.916250228881836,0
125.66,2.194584735366811e-40,0.596750020980835,0.0,28.915557861328125,0
125.77,2.1962494779424286e-40,0.635200023651123,0.0,28.914724349975586,0
125.87,2.197964667262762e-40,0.6168500185012817,0.0,28.913864135742188,0
125.97,2.1996798565830956e-40,0.5924000144004822,0.0,28.913005828857422,0
126.07,2.2013445991587137e-40,0.5849000215530396,0.0,28.912174224853516,0
126.17,2.203059788479047e-40,0.5933499932289124,0.0,28.911312103271484,0
126.27,2.204724531054665e-40,0.7506999969482422,0.0,28.910425186157227,0
126.37,2.206439720374999e-40,0.9231500029563904,0.0,28.909391403198242,0
126.47,2.2081044629506165e-40,1.0,0.0,28.908306121826172,0
126.57,2.20981965227095e-40,1.0,0.0,28.90721321105957,0
126.67,2.211484394846568e-40,1.0,0.0,28.906143188476562,0
126.77,2.2131995841669016e-40,1.0,0.0,28.90493392944336,0
126.87,2.2148643267425194e-40,1.0,0.0,28.90365982055664,0
126.97,2.216579516062853e-40,1.0,0.0,28.90232276916504,0
127.07,2.218244258638471e-40,1.0,0.0,28.900924682617188,0
127.17,2.2199090012140887e-40,1.0,0.0,28.899507522583008,0
127.27,2.221624190534422e-40,1.0,0.0,28.898025512695312,0
127.37,2.223339379854756e-40,1.0,0.0,28.896526336669922,0
127.47,2.225004122430374e-40,1.0,0.0,28.89504623413086,0
127.57,2.2267193117507073e-40,1.0,0.0,28.893489837646484,0
127.68,2.2283840543263254e-40,1.0,0.0,28.89195442199707,0
127.78,2.230099243646659e-40,1.0,0.0,28.890338897705078,0
127.88,2.2317639862222767e-40,1.0,0.0,28.88874053955078,0
127.98,2.23347917554261e-40,1.0,0.0,28.887067794799805,0
128.08,2.2351439181182283e-40,1.0,0.0,28.885412216186523,0
128.18,2.2368591074385618e-40,1.0,0.0,28.883689880371094,0
128.28,2.2385238500141795e-40,1.0,0.0,28.88198471069336,0
128.38,2.2401885925897976e-40,1.0,0.0,28.880817413330078,0
128.48,2.241903781910131e-40,1.0,0.0,28.879947662353516,0
128.58,2.243568524485749e-40,1.0,0.0,28.879091262817383,0
128.68,2.2452837138060827e-40,1.0,0.0,28.878475189208984,0
128.78,2.2469484563817005e-40,1.0,0.0,28.87727928161621,0
128.88,2.248663645702034e-40,1.0,0.0,28.876033782958984,0
128.98,2.250328388277652e-40,1.0,0.0,28.874813079833984,0
129.08,2.2520435775979856e-40,1.0,0.0,28.87353515625,0
129.18,2.2537083201736033e-40,1.0,0.0,28.872282028198242,0
129.28,2.2554235094939368e-40,1.0,0.0,28.8709774017334,0
129.38,2.257088252069555e-40,1.0,0.0,28.869693756103516,0
129.48,2.2588034413898884e-40,1.0,0.0,28.86835479736328,0
129.58,2.260468183965506e-40,1.0,0.0,28.867042541503906,0
129.68,2.26218337328584e-40,1.0,0.0,28.865678787231445,0
129.79,2.2638481158614578e-40,1.0,0.0,28.864336013793945,0
129.89,2.2655633051817912e-40,1.0,0.0,28.862939834594727,0
129.99,2.2672784945021247e-40,1.0,0.0,28.861526489257812,0
130.09,2.268943237077743e-40,1.0,0.0,28.86014175415039,0
130.19,2.2706584263980764e-40,1.0,0.0,28.85870361328125,0
130.29,2.272323168973694e-40,1.0,0.0,28.857288360595703,0
130.39,2.274038358294028e-40,1.0,0.0,28.855817794799805,0
130.49,2.2757031008696457e-40,1.0,0.0,28.854379653930664,0
130.59,2.2773678434452634e-40,1.0,0.0,28.85292625427246,0
130.69,2.2790830327655973e-40,1.0,0.0,28.851411819458008,0
130.79,2.280747775341215e-40,1.0,0.0,28.849933624267578,0
130.89,2.2824629646615485e-40,1.0,0.0,28.848392486572266,0
130.99,2.284178153981882e-40,1.0,0.0,28.846839904785156,0
131.09,2.2858428965575e-40,1.0,0.0,28.84531593322754,0
131.19,2.2875580858778337e-40,1.0,0.0,28.843738555908203,0
131.29,2.2892228284534514e-40,1.0,0.0,28.84218978881836,0
131.39,2.2909380177737853e-40,1.0,0.0,28.840576171875,0
131.49,2.292602760349403e-40,1.0,0.0,28.839008331298828,0
131.6,2.2943179496697365e-40,1.0,0.0,28.837371826171875,0
131.7,2.2959826922453546e-40,1.0,0.0,28.835771560668945,0
131.8,2.297697881565688e-40,1.0,0.0,28.834110260009766,0
131.9,2.299362624141306e-40,1.0,0.0,28.832487106323242,0
132.0,2.3010778134616393e-40,1.0,0.0,28.830799102783203,0
132.1,2.3027425560372575e-40,1.0,0.0,28.82915496826172,0
132.2,2.304457745357591e-40,1.0,0.0,28.827438354492188,0
132.3,2.3061224879332087e-40,1.0,0.0,28.8264102935791,0
132.4,2.3078376772535426e-40,0.776199996471405,0.030221175402402878,28.825658798217773,0
132.5,2.3095024198291603e-40,0.15650001168251038,0.17476066946983337,28.825275421142578,0
132.6,2.3112176091494938e-40,0.0,0.34045490622520447,28.825164794921875,0
132.7,2.3129327984698273e-40,0.0,0.41014334559440613,28.825164794921875,0
132.8,2.3145975410454454e-40,0.0,0.38265976309776306,28.825164794921875,0
132.9,2.316312730365779e-40,0.0,0.35248154401779175,28.825164794921875,0
133.0,2.3179774729413966e-40,0.0,0.4014923870563507,28.825164794921875,0
133.1,2.3196926622617305e-40,0.0,0.5185314416885376,28.825164794921875,0
133.2,2.3213574048373482e-40,0.0,0.620906412601471,28.825164794921875,0
133.31,2.3230725941576817e-40,0.0,0.6340729594230652,28.825164794921875,0
133.41,2.3247373367333e-40,0.0,0.5839465856552124,28.825164794921875,0
133.51,2.3264525260536334e-40,0.0,0.5371294617652893,28.825164794921875,0
133.61,2.328117268629251e-40,0.0,0.4694807529449463,28.825164794921875,0
133.71,2.3298324579495846e-40,0.0,0.40410467982292175,28.825164794921875,0
133.81,2.3315476472699185e-40,0.0,0.3538547158241272,28.825164794921875,0
133.91,2.333212389845536e-40,0.0,0.32169198989868164,28.825164794921875,0
134.01,2.3349275791658697e-40,0.0,0.3118731379508972,28.825164794921875,0
134.11,2.336592321741488e-40,0.0,0.30264946818351746,28.825164794921875,0
134.21,2.3383075110618213e-40,0.0,0.26774707436561584,28.825164794921875,0
134.31,2.339972253637439e-40,0.0,0.23862877488136292,28.825164794921875,0
134.41,2.3416874429577725e-40,0.0,0.23222889006137848,28.825164794921875,0
134.51,2.3433521855333907e-40,0.0,0.21154369413852692,28.825164794921875,0
134.61,2.345067374853724e-40,0.0,0.1869281381368637,28.825164794921875,0
134.71,2.3467825641740576e-40,0.0,0.040522437542676926,28.825164794921875,0
134.81,2.3484473067496758e-40,0.12000000476837158,0.0,28.825042724609375,0
134.92,2.3501120493252935e-40,0.2645000219345093,0.0,28.82474708557129,0
135.02,2.351827238645627e-40,0.41210001707077026,0.0,28.824308395385742,0
135.12,2.353491981221245e-40,0.4634999930858612,0.0,28.82379150390625,0
135.22,2.3552071705415786e-40,0.46369999647140503,0.0,28.823238372802734,0
135.32,2.3568719131171963e-40,0.4636000096797943,0.0,28.82269859313965,0
135.42,2.35858710243753e-40,0.4754500091075897,0.0,28.822132110595703,0
135.52,2.360251845013148e-40,0.5666999816894531,0.0,28.82155418395996,0
135.62,2.3619670343334814e-40,0.7465999722480774,0.0,28.82086944580078,0
135.72,2.363631776909099e-40,0.7812999486923218,0.0,28.820140838623047,0
135.82,2.365346966229433e-40,0.7839000225067139,0.0,28.81937026977539,0
135.92,2.3670117088050508e-40,0.7838000059127808,0.0,28.81861686706543,0
136.02,2.3687268981253843e-40,0.7903000116348267,0.0,28.81783103942871,0
136.12,2.3703916407010024e-40,0.7971999645233154,0.0,28.817054748535156,0
136.22,2.372106830021336e-40,0.7975000143051147,0.0,28.816247940063477,0
136.32,2.3737715725969536e-40,0.7993999719619751,0.0,28.815454483032227,0
136.42,2.375486761917287e-40,0.8094500303268433,0.0,28.814626693725586,0
136.52,2.3771515044929052e-40,0.840749979019165,0.0,28.81380271911621,0
136.62,2.3788666938132387e-40,1.0,0.0,28.81285858154297,0
136.72,2.3805314363888565e-40,1.0,0.0,28.81184959411621,0
136.82,2.3822466257091904e-40,1.0,0.0,28.810800552368164,0
136.93,2.383961815029524e-40,1.0,0.0,28.809738159179688,0
137.03,2.3856265576051416e-40,0.9750999808311462,0.00035908620338886976,28.808696746826172,0
137.13,2.387341746925475e-40,0.5662499666213989,0.027535757049918175,28.80780792236328,0
137.23,2.389006489501093e-40,0.14810001850128174,0.13451595604419708,28.80729103088379,0
137.33,2.3907216788214267e-40,0.0,0.3304295539855957,28.807178497314453,0
137.43,2.3923864213970444e-40,0.0,0.4143655300140381,28.807178497314453,0
137.53,2.3941016107173783e-40,0.0,0.4118577837944031,28.807178497314453,0
137.63,2.395766353292996e-40,0.0,0.3509159982204437,28.807178497314453,0
137.73,2.3974310958686138e-40,0.0,0.23712298274040222,28.807178497314453,0
137.83,2.3991462851889477e-40,0.022850006818771362,0.014336533844470978,28.807174682617188,0
137.93,2.400861474509281e-40,0.05865001678466797,0.0,28.80707359313965,0
138.03,2.402526217084899e-40,0.07774999737739563,0.0,28.806900024414062,0
138.13,2.404190959660517e-40,0.0707000195980072,0.0,28.80669403076172,0
138.23,2.4059061489808505e-40,0.06965002417564392,0.0,28.80646324157715,0
138.33,2.407621338301184e-40,0.08410000801086426,0.0,28.80618667602539,0
